food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,Glycemic Index (GI),gi_evidence,Glycemic Load (GL) per 100g,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,Serving size G,Serving size min,Serving Size Max,Serving size confidence,Serving size min
INDWEBX_00188,Kachori (dal),Kachori (dal),Snacks,,,,,,72.4,Henry et al. GI tables (non-Indian cohort),42.96,42.96,42.96,High,0.48,59.33,Class=snack. Proxy-mapped to validated source 'Puffed Rice Grains' (food_id=NONIND_0377); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00189,Kachori (pyaaz),Kachori (pyaaz),Snacks,,,,,,55,Henry et al. GI tables (non-Indian cohort),11.4,11.4,11.4,Medium,0.48,20.73,Class=snack. Proxy-mapped to validated source 'Baked Barbecuedporkpuff' (food_id=NONIND_0515); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,26,16,36,0.6,16
INDWEBX_00190,Kachori chaat,Kachori chaat,Snacks,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=snack. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,26,16,36,0.6,16
INDWEBX_00191,Kara sev,Kara sev,Snacks,,,,,,12,Henry et al. GI tables (non-Indian cohort),8,8,8,Low,0.48,66.67,Class=snack. Proxy-mapped to validated source 'Pekawai Chips' (food_id=NONIND_0213); score=0.00; tier=prototype. Converted from source serving_size_g=30g.,25,15,35,0.6,15
INDWEBX_00192,Khandvi,Khandvi,Snacks,,,,,,57,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 75 g provides 50 g available carbs (table page 22).",25.35,25.35,25.35,High,0.5,44.47,Class=snack. Proxy-mapped to validated source 'Wheatbiscuits' (food_id=IND_HENRY2021_662); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,25,15,35,0.6,15
INDWEBX_00193,Murukku,Murukku,Snacks,,,,,,55,Henry et al. GI tables (non-Indian cohort),11.4,11.4,11.4,Medium,0.48,20.73,Class=snack. Proxy-mapped to validated source 'Baked Barbecuedporkpuff' (food_id=NONIND_0515); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,26,16,36,0.6,16
INDWEBX_00194,Punugulu,Punugulu,Snacks,,,,,,72.4,Henry et al. GI tables (non-Indian cohort),42.96,42.96,42.96,High,0.48,59.33,Class=snack. Proxy-mapped to validated source 'Puffed Rice Grains' (food_id=NONIND_0377); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00195,Ribbon pakoda,Ribbon pakoda,Snacks,,,,,,68,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 115; n=13 Healthy; ref food/time: Glucose/2.5h participants; portion 90 g provides 50 g available carbs (table page 21).",25.21,25.21,25.21,High,0.5,37.07,Class=snack. Proxy-mapped to validated source 'Biscuits' (food_id=IND_HENRY2021_602); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,25,16,35,0.6,16
INDWEBX_00196,Samosa chaat,Samosa chaat,Snacks,,,,,,41,Henry et al. GI tables (non-Indian cohort),10.55,10.55,10.55,Medium,0.48,25.73,Class=snack. Proxy-mapped to validated source 'Curry Puff' (food_id=NONIND_0026); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,25,15,35,0.6,15
INDWEBX_00197,Sundal (moong),Sundal (moong),Snacks,,,,,,12,Henry et al. GI tables (non-Indian cohort),8,8,8,Low,0.48,66.67,Class=snack. Proxy-mapped to validated source 'Pekawai Chips' (food_id=NONIND_0213); score=0.00; tier=prototype. Converted from source serving_size_g=30g.,25,15,35,0.6,15
INDWEBX_00198,Sundal (peanut),Sundal (peanut),Snacks,,,,,,41,Henry et al. GI tables (non-Indian cohort),10.55,10.55,10.55,Medium,0.48,25.73,Class=snack. Proxy-mapped to validated source 'Curry Puff' (food_id=NONIND_0026); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,25,15,35,0.6,15
INDWEBX_00199,Cheese dosa,Cheese dosa,Mixed meals,,,,,,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.64,34.75,Class=south. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.58; tier=medium. Converted from source serving_size_g=120g.,101,76,126,0.7,76
INDWEBX_00200,Idli (millet),Idli (millet),Mixed meals,,,,,,37,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 151; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",4.93,4.93,4.93,Low,0.5,13.33,Class=south. Proxy-mapped to validated source 'Millet Baseddosa' (food_id=IND_HENRY2021_719); score=0.33; tier=low. Converted from source serving_size_g=150g.,61,46,76,0.7,46
INDWEBX_00201,Kanchipuram idli,Kanchipuram idli,Mixed meals,,,,,,37,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 151; n=None None; ref food/time: Healthy Glucose/2h participants; portion 50 g provides 10 g available carbs (table page 24).",4.93,4.93,4.93,Low,0.5,13.33,Class=south. Proxy-mapped to validated source 'Millet Baseddosa' (food_id=IND_HENRY2021_719); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,59,44,73,0.7,44
INDWEBX_00202,Kotte kadubu (idli),Kotte kadubu (idli),Mixed meals,,,,,,63.1,Henry et al. GI tables (non-Indian cohort),33.7,33.7,33.7,High,0.5,53.4,Class=south. Proxy-mapped to validated source 'Idli Sambol and Sampar' (food_id=NONIND_0698); score=0.25; tier=low. Converted from source serving_size_g=50g.,58,44,71,0.75,44
INDWEBX_00203,Mini idli,Mini idli,Mixed meals,,,,,,61.3,Henry et al. GI tables (non-Indian cohort),32.73,32.73,32.73,High,0.5,53.4,Class=south. Proxy-mapped to validated source 'Idli Sambol Sampar and Plantain' (food_id=NONIND_0699); score=0.25; tier=low. Converted from source serving_size_g=50g.,58,44,72,0.75,44
INDWEBX_00204,Mysore masala dosa,Mysore masala dosa,Mixed meals,,,,,,47,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #830",3.01,3.01,3.01,Low,0.5,6.4,Class=sweet. Proxy-mapped to validated source 'Chocolate Made from Powder and Whole Milk' (food_id=T1_0830); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,90,68,113,0.7,68
INDWEBX_00205,Onion dosa,Onion dosa,Mixed meals,,,,,,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.64,34.75,Class=south. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.58; tier=medium. Converted from source serving_size_g=120g.,100,75,125,0.7,75
INDWEBX_00206,Paneer dosa,Paneer dosa,Mixed meals,,,,,,45,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 277 g provides 50 g available carbs (table page 22).",5.43,5.43,5.43,Low,0.5,12.07,Class=south. Proxy-mapped to validated source 'Sorghumflakespoha' (food_id=IND_HENRY2021_654); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,171,121,221,0.6,121
INDWEBX_00207,Plain dosa,Plain dosa,Mixed meals,,,,,,76,Henry et al. GI tables (non-Indian cohort),13.12,13.12,13.12,Medium,0.5,17.27,Class=south. Proxy-mapped to validated source 'Rice Dosa' (food_id=NONIND_0047); score=0.41; tier=low. Converted from source serving_size_g=150g.,104,78,129,0.75,78
INDWEBX_00208,Rava dosa,Rava dosa,Mixed meals,,,,,,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",19.39,19.39,19.39,Medium,0.64,34.75,Class=south. Proxy-mapped to validated source 'Dosa' (food_id=IND_HENRY2021_688); score=0.58; tier=medium. Converted from source serving_size_g=120g.,105,79,131,0.75,79
INDWEBX_00209,Rava idli,Rava idli,Mixed meals,,,,,,63.1,Henry et al. GI tables (non-Indian cohort),33.7,33.7,33.7,High,0.5,53.4,Class=south. Proxy-mapped to validated source 'Idli Sambol and Sampar' (food_id=NONIND_0698); score=0.28; tier=low. Converted from source serving_size_g=50g.,58,44,72,0.75,44
INDWEBX_00210,Set dosa,Set dosa,Mixed meals,,,,,,53,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 232 g provides 50 g available carbs (table page 22).",6.36,6.36,6.36,Low,0.5,12,Class=south. Proxy-mapped to validated source 'Jowar Coarse Semolina Upma' (food_id=IND_HENRY2021_652); score=0.00; tier=prototype. Converted from source serving_size_g=180g.,106,80,132,0.7,80
INDWEBX_00211,Thatte idli,Thatte idli,Mixed meals,,,,,,63.1,Henry et al. GI tables (non-Indian cohort),33.7,33.7,33.7,High,0.5,53.4,Class=south. Proxy-mapped to validated source 'Idli Sambol and Sampar' (food_id=NONIND_0698); score=0.28; tier=low. Converted from source serving_size_g=50g.,58,44,72,0.75,44
INDWEBX_00212,Uttapam (cheese),Uttapam (cheese),Mixed meals,,,,,,45,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 277 g provides 50 g available carbs (table page 22).",5.43,5.43,5.43,Low,0.5,12.07,Class=south. Proxy-mapped to validated source 'Sorghumflakespoha' (food_id=IND_HENRY2021_654); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00213,Uttapam (mixed veg),Uttapam (mixed veg),Mixed meals,,,,,,53,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 232 g provides 50 g available carbs (table page 22).",6.36,6.36,6.36,Low,0.5,12,Class=south. Proxy-mapped to validated source 'Jowar Coarse Semolina Upma' (food_id=IND_HENRY2021_652); score=0.00; tier=prototype. Converted from source serving_size_g=180g.,166,118,214,0.6,118
INDWEBX_00214,Uttapam (onion),Uttapam (onion),Mixed meals,,,,,,45,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 277 g provides 50 g available carbs (table page 22).",5.43,5.43,5.43,Low,0.5,12.07,Class=south. Proxy-mapped to validated source 'Sorghumflakespoha' (food_id=IND_HENRY2021_654); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00215,Uttapam (plain),Uttapam (plain),Mixed meals,,,,,,45,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 277 g provides 50 g available carbs (table page 22).",5.43,5.43,5.43,Low,0.5,12.07,Class=south. Proxy-mapped to validated source 'Sorghumflakespoha' (food_id=IND_HENRY2021_654); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,151,106,196,0.6,106
INDWEBX_00216,Uttapam (tomato),Uttapam (tomato),Mixed meals,,,,,,45,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 277 g provides 50 g available carbs (table page 22).",5.43,5.43,5.43,Low,0.5,12.07,Class=south. Proxy-mapped to validated source 'Sorghumflakespoha' (food_id=IND_HENRY2021_654); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,105,195,0.6,105
INDWEBX_00217,Atte ka halwa,Atte ka halwa,Sweets & desserts,,,,,,61,Henry et al. GI tables (non-Indian cohort),33.47,33.47,33.47,High,0.48,54.87,Class=sweet. Proxy-mapped to validated source 'Mai Lai Cake' (food_id=NONIND_0518); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,64,48,81,0.7,48
INDWEBX_00218,Balushahi,Balushahi,Sweets & desserts,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=sweet. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,69,51,87,0.7,51
INDWEBX_00219,Besan ladoo,Besan ladoo,Sweets & desserts,,,,,,67,Henry et al. GI tables (non-Indian cohort),11.77,11.77,11.77,Medium,0.48,17.56,Class=sweet. Proxy-mapped to validated source 'Instant Sweet Milk Bun' (food_id=NONIND_0533); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,74,55,92,0.7,55
INDWEBX_00220,Boondi ladoo,Boondi ladoo,Sweets & desserts,,,,,,80.7,Henry et al. GI tables (non-Indian cohort),28.68,28.68,28.68,High,0.48,35.53,Class=sweet. Proxy-mapped to validated source 'Rice Cake' (food_id=NONIND_0378); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,66,49,83,0.7,49
INDWEBX_00221,Chhena poda,Chhena poda,Sweets & desserts,,,,,,61,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #730",34.16,34.16,34.16,High,0.5,56,Class=sweet. Proxy-mapped to validated source 'Rice Cake Doongara Rice' (food_id=T1_0730); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00222,Chikki (peanut),Chikki (peanut),Sweets & desserts,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=sweet. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,69,51,87,0.7,51
INDWEBX_00223,Chikki (til),Chikki (til),Sweets & desserts,,,,,,61,Henry et al. GI tables (non-Indian cohort),33.47,33.47,33.47,High,0.48,54.87,Class=sweet. Proxy-mapped to validated source 'Mai Lai Cake' (food_id=NONIND_0518); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,64,48,81,0.7,48
INDWEBX_00224,Gajak,Gajak,Sweets & desserts,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=sweet. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,69,51,87,0.7,51
INDWEBX_00225,Gajar halwa,Gajar halwa,Sweets & desserts,,,,,,61,Henry et al. GI tables (non-Indian cohort),33.47,33.47,33.47,High,0.48,54.87,Class=sweet. Proxy-mapped to validated source 'Mai Lai Cake' (food_id=NONIND_0518); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,64,48,81,0.7,48
INDWEBX_00226,Ghevar,Ghevar,Sweets & desserts,,,,,,83,Henry et al. GI tables (non-Indian cohort),36.83,36.83,36.83,High,0.48,44.38,Class=sweet. Proxy-mapped to validated source 'Mp No Millet Pan Cake' (food_id=NONIND_0436); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,67,50,85,0.7,50
INDWEBX_00227,Imarti,Imarti,Sweets & desserts,,,,,,61,Henry et al. GI tables (non-Indian cohort),33.47,33.47,33.47,High,0.48,54.87,Class=sweet. Proxy-mapped to validated source 'Mai Lai Cake' (food_id=NONIND_0518); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,64,48,81,0.7,48
INDWEBX_00228,Kheer (rice),Kheer (rice),Sweets & desserts,,,,,,31,Henry et al. GI tables (non-Indian cohort),11.88,11.88,11.88,Medium,0.5,38.33,Class=sweet. Proxy-mapped to validated source 'Cookie with Rice Bran' (food_id=NONIND_0175); score=0.28; tier=low. Converted from source serving_size_g=150g.,150,120,180,0.75,120
INDWEBX_00229,Malpua,Malpua,Sweets & desserts,,,,,,47,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #830",3.01,3.01,3.01,Low,0.5,6.4,Class=sweet. Proxy-mapped to validated source 'Chocolate Made from Powder and Whole Milk' (food_id=T1_0830); score=0.00; tier=prototype. Converted from source serving_size_g=250g.,66,50,83,0.7,50
INDWEBX_00230,Mishti doi,Mishti doi,Sweets & desserts,,,,,,87,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87,87,87,High,0.5,100,Class=sweet. Proxy-mapped to validated source 'Corn Thins Puffed Corn Cake' (food_id=T1_0717); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,69,51,87,0.7,51
INDWEBX_00231,Modak (ukadiche),Modak (ukadiche),Sweets & desserts,,,,,,61,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #730",34.16,34.16,34.16,High,0.5,56,Class=sweet. Proxy-mapped to validated source 'Rice Cake Doongara Rice' (food_id=T1_0730); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00232,Moong dal halwa,Moong dal halwa,Sweets & desserts,,,,,,61,Henry et al. GI tables (non-Indian cohort),33.47,33.47,33.47,High,0.48,54.87,Class=sweet. Proxy-mapped to validated source 'Mai Lai Cake' (food_id=NONIND_0518); score=0.00; tier=prototype. Converted from source serving_size_g=80g.,64,48,81,0.7,48
INDWEBX_00233,Motichoor ladoo,Motichoor ladoo,Sweets & desserts,,,,,,91,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #729",50.96,50.96,50.96,High,0.5,56,Class=sweet. Proxy-mapped to validated source 'Rice Cake Calrose Rice' (food_id=T1_0729); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,150,120,180,0.7,120
INDWEBX_00234,Phirni,Phirni,Sweets & desserts,,,,,,80.7,Henry et al. GI tables (non-Indian cohort),28.68,28.68,28.68,High,0.48,35.53,Class=sweet. Proxy-mapped to validated source 'Rice Cake' (food_id=NONIND_0378); score=0.00; tier=prototype. Converted from source serving_size_g=150g.,66,49,83,0.7,49
