food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,aliases_compiled,search_text,available_carbs_per_100g_recalc,available_carbs_per_serving_g_recalc
WEST_IN_0206,Lasagna Veg,Lasagna Veg,Western foods (India) - Pasta,bowl,188,250,312,0.7,41.5,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,3.32,3.32,3.32,Low,0.78,8.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: lasagna.,lasagnaveg | Lasagna | lasagna,"Lasagna Veg | aliases: lasagnaveg, Lasagna, lasagna | category: Western foods (India) - Pasta | serving_type: bowl | serving_g: 250(min 188 max 312) | GI: 41.5 | GL_median: 3.32 | GL_category: Low | available_carbs_g: 8 | confidence_score: 0.78 | evidence: Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula. | notes: Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: lasagna.",8.0,20.0
T3_0137,Lassi,Lassi (sweet),Beverages,glass,240,300,360,0.8,60.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,4.8,4.8,4.8,Low,0.66,8.0,Sweetened dairy drink; estimate.,Lassi (sweet) | lassi (sweet) | lassi(sweet),"Lassi | aka Lassi (sweet) | aliases: Lassi (sweet), lassi (sweet), lassi(sweet) | category: Beverages | serving_type: glass | serving_g: 300(min 240 max 360) | GI: 60 | GL_median: 4.8 | GL_category: Low | available_carbs_g: 4 | confidence_score: 0.66 | evidence: Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels. | notes: Sweetened dairy drink; estimate.",8.0,24.0
WEST_IN_0266,Latte,Latte (unsweetened),Western foods (India) - Beverages,cup,160,200,240,0.8,30.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008).,2.4,2.4,2.4,Low,0.78,8.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cold_coffee.,Latte (unsweetened) | latte (unsweetened) | latte(unsweetened),"Latte | aka Latte (unsweetened) | aliases: Latte (unsweetened), latte (unsweetened), latte(unsweetened) | category: Western foods (India) - Beverages | serving_type: cup | serving_g: 200(min 160 max 240) | GI: 30 | GL_median: 2.4 | GL_category: Low | available_carbs_g: 4 | confidence_score: 0.78 | evidence: Proxy GI anchor: milk from International GI Tables (Atkinson 2008). | notes: Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cold_coffee.",8.0,16.0
T2_0074,Lemon Rice,Lemon rice,Mixed meals,plate,120,150,180,0.85,62.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,12.18,10.91,13.63,Medium,0.79,19.64516129032258,Seasoned rice; recipe-based.,lemonrice,Lemon Rice | aka Lemon rice | aliases: lemonrice | category: Mixed meals | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 62 | GL_median: 12.18 | GL_category: Medium | available_carbs_g: 14.6667 | confidence_score: 0.79 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Seasoned rice; recipe-based.,19.64516129032258,29.46774193548387
WEST_IN_0267,Lemonade,Lemonade (sweetened),Western foods (India) - Beverages,glass,200,250,300,0.6,65.0,Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008).,5.46,5.46,5.46,Low,0.78,8.4,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: soft_drink.,lemonade (sweetened) | Lemonade (sweetened) | lemonade(sweetened),"Lemonade | aka Lemonade (sweetened) | aliases: lemonade (sweetened), Lemonade (sweetened), lemonade(sweetened) | category: Western foods (India) - Beverages | serving_type: glass | serving_g: 250(min 200 max 300) | GI: 65 | GL_median: 5.46 | GL_category: Low | available_carbs_g: 4.2 | confidence_score: 0.78 | evidence: Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). | notes: Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: soft_drink.",8.4,21.0
NONIND_0742,Leqemat,Leqemat,Non-Indian reference food,portion,105,150,195,0.5,44.0,Henry et al. GI tables (non-Indian cohort),12.97,12.97,12.97,Medium,0.88,29.477272727272727,Original country: UnitedArab. Renamed generically for Indian audience.,,Leqemat | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 44 | GL_median: 12.97 | GL_category: Medium | available_carbs_g: 29.4667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: UnitedArab. Renamed generically for Indian audience.,29.477272727272727,44.21590909090909
NONIND_0279,Lima Bean,Limabeans,Non-Indian reference food,portion,105,150,195,0.5,16.0,Henry et al. GI tables (non-Indian cohort),8.33,8.33,8.33,Low,0.88,52.0625,Original country: Philippines. Renamed generically for Indian audience.,Limabeans | limabeans | limabean,"Lima Bean | aka Limabeans | aliases: Limabeans, limabeans, limabean | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 16 | GL_median: 8.33 | GL_category: Low | available_carbs_g: 52.0667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Philippines. Renamed generically for Indian audience.",52.0625,78.09375
NONIND_0545,Linolaseed Bread,Linolaseedbread,Non-Indian reference food,slice,20,25,30,0.9,90.0,Henry et al. GI tables (non-Indian cohort),90.0,90.0,90.0,High,0.88,100.0,Original country: HongKong. Renamed generically for Indian audience.,linolaseedbread | Linolaseedbread,"Linolaseed Bread | aka Linolaseedbread | aliases: linolaseedbread, Linolaseedbread | category: Non-Indian reference food | serving_type: slice | serving_g: 25(min 20 max 30) | GI: 90 | GL_median: 90 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: HongKong. Renamed generically for Indian audience.",100.0,25.0
T3_0104,Litti Chokha,Litti chokha,Mixed meals,portion,105,150,195,0.5,60.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,8.8,8.8,8.8,Low,0.64,14.666666666666668,Roasted dough balls; recipe-based.,littichokha,Litti Chokha | aka Litti chokha | aliases: littichokha | category: Mixed meals | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 60 | GL_median: 8.8 | GL_category: Low | available_carbs_g: 14.6667 | confidence_score: 0.64 | evidence: Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels. | notes: Roasted dough balls; recipe-based.,14.666666666666668,22.0
T2_0008,Little Millet,Little millet (cooked),Grains & staples,plate,120,150,180,0.55,52.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.97,7.97,7.97,Low,0.86,15.326923076923077,Cooked millet grain.,Little millet (cooked) | little millet (cooked) | littlemillet(cooked) | littlemillet,"Little Millet | aka Little millet (cooked) | aliases: Little millet (cooked), little millet (cooked), littlemillet(cooked), littlemillet | category: Grains & staples | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 52 | GL_median: 7.97 | GL_category: Low | available_carbs_g: 15.3333 | confidence_score: 0.86 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Cooked millet grain.",15.326923076923077,22.990384615384613
T2_0027,Little Millet Curd Rice,Little millet curd rice,Mixed meals,plate,120,150,180,0.85,50.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,8.04,7.2,9.0,Low,0.79,16.08,Dairy lowers GI; recipe-based.,littlemilletcurdrice,Little Millet Curd Rice | aka Little millet curd rice | aliases: littlemilletcurdrice | category: Mixed meals | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 50 | GL_median: 8.04 | GL_category: Low | available_carbs_g: 12 | confidence_score: 0.79 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Dairy lowers GI; recipe-based.,16.08,24.119999999999994
IND_HENRY2021_650,Little Millet Flakes,Littlemilletflakes (readytocook),Grains & staples,plate,120,150,180,0.55,52.1,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 131; n=10 Healthy; ref food/time: Glucose/2.5h participants; portion 84 g provides 50 g available carbs (table page 22).",20.67,20.67,20.67,High,0.9,39.673704414587334,Computed carbs per 100 g using study portion: 50 g available carbs in 84 g portion. GI variability (SEM/SD) not reported in row.,Littlemilletflakes (readytocook) | littlemilletflakes (readytocook) | Littlemilletflakes | littlemilletflakes,"Little Millet Flakes | aka Littlemilletflakes (readytocook) | aliases: Littlemilletflakes (readytocook), littlemilletflakes (readytocook), Littlemilletflakes, littlemilletflakes | category: Grains & staples | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 52.1 | GL_median: 20.67 | GL_category: High | available_carbs_g: 39.6667 | confidence_score: 0.9 | evidence: Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 131; n=10 Healthy; ref food/time: Glucose/2.5h participants; portion 84 g provides 50 g available carbs (table page 22). | notes: Computed carbs per 100 g using study portion: 50 g available carbs in 84 g portion. GI variability (SEM/SD) not reported in row.",39.673704414587334,59.51055662188101
T4_0094,Loaded Nachos,Loaded nachos,Snacks,handful,15,25,35,0.5,72.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,72.0,72.0,72.0,High,0.55,100.0,Corn chips + toppings.,loadednachos,Loaded Nachos | aka Loaded nachos | aliases: loadednachos | category: Snacks | serving_type: handful | serving_g: 25(min 15 max 35) | GI: 72 | GL_median: 72 | GL_category: High | available_carbs_g: 100 | confidence_score: 0.55 | evidence: Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels. | notes: Corn chips + toppings.,100.0,25.0
T2_0087,Lobia,Lobia (cooked),Pulses & legumes,katori,120,150,180,0.55,36.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.68,6.14,9.22,Low,0.86,21.333333333333332,Cooked black-eyed peas.,Lobia (cooked) | lobia (cooked) | lobia(cooked),"Lobia | aka Lobia (cooked) | aliases: Lobia (cooked), lobia (cooked), lobia(cooked) | category: Pulses & legumes | serving_type: katori | serving_g: 150(min 120 max 180) | GI: 36 | GL_median: 7.68 | GL_category: Low | available_carbs_g: 10.6667 | confidence_score: 0.86 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Cooked black-eyed peas.",21.333333333333332,32.0
T2_0103,Lobia Chawal,"Lobia chawal (1:1, cooked)",Mixed meals,portion,105,150,195,0.5,58.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.73,7.73,7.73,Low,0.78,13.327586206896552,Weighted GI method; recipe-based.,"lobia chawal (1 1, cooked) | Lobia chawal (1:1, cooked) | lobia chawal (1 1 | Lobia chawal (1:1 | lobiachawal(11,cooked) | lobiachawal(11 | lobiachawal | cooked)","Lobia Chawal | aka Lobia chawal (1:1, cooked) | aliases: lobia chawal (1 1  cooked), Lobia chawal (1:1  cooked), lobia chawal (1 1, Lobia chawal (1:1, lobiachawal(11 cooked), lobiachawal(11, lobiachawal, cooked) | category: Mixed meals | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 58 | GL_median: 7.73 | GL_category: Low | available_carbs_g: 13.3333 | confidence_score: 0.78 | evidence: Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g. | notes: Weighted GI method; recipe-based.",13.327586206896552,19.99137931034483
NONIND_0005,Loimaikai,Loimaikai,Non-Indian reference food,portion,105,150,195,0.5,94.0,Henry et al. GI tables (non-Indian cohort),21.06,21.06,21.06,High,0.88,22.404255319148938,Original country: Singapore. Renamed generically for Indian audience.,,Loimaikai | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 94 | GL_median: 21.06 | GL_category: High | available_carbs_g: 22.4 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Singapore. Renamed generically for Indian audience.,22.404255319148938,33.6063829787234
T1_0522,Long Grain Par Boiled,"Long grain, parboiled",Grains & staples,plate,120,150,180,0.55,10.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #522",1.64,1.64,1.64,Low,0.92,16.4,Normalized to 100g from table serving 150g with 37g available carbs and GL 25.,"Long grain, parboiled | long grain, parboiled | Long grain | long grain | longgrain,parboiled | longgrainparboiled | longgrain | parboiled | Parboiled","Long Grain Par Boiled | aka Long grain, parboiled | aliases: Long grain  parboiled, long grain  parboiled, Long grain, long grain, longgrain parboiled, longgrainparboiled, longgrain, parboiled, Parboiled | category: Grains & staples | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 10 | GL_median: 1.64 | GL_category: Low | available_carbs_g: 16.4467 | confidence_score: 0.92 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #522 | notes: Normalized to 100g from table serving 150g with 37g available carbs and GL 25.",16.4,24.6
T1_0525,Long Grain White Rice in,Long Grain White Rice in,Grains & staples,plate,120,150,180,0.85,90.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #525",31.09,27.84,34.8,High,0.92,34.544444444444444,Normalized to 100g from table serving 150g with 58g available carbs and GL 44.,longgrainwhitericein,"Long Grain White Rice in | aliases: longgrainwhitericein | category: Grains & staples | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 90 | GL_median: 31.09 | GL_category: High | available_carbs_g: 25.78 | confidence_score: 0.92 | evidence: Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #525 | notes: Normalized to 100g from table serving 150g with 58g available carbs and GL 44.",34.544444444444444,51.81666666666667
NONIND_0350,Longgrain Rice,Longgrainrice,Non-Indian reference food,plate,120,150,180,0.85,60.0,Henry et al. GI tables (non-Indian cohort),16.08,14.4,18.0,Medium,0.88,26.799999999999997,Original country: Japan. Renamed generically for Indian audience.,longgrainrice | Longgrainrice,"Longgrain Rice | aka Longgrainrice | aliases: longgrainrice, Longgrainrice | category: Non-Indian reference food | serving_type: plate | serving_g: 150(min 120 max 180) | GI: 60 | GL_median: 16.08 | GL_category: Medium | available_carbs_g: 20 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Japan. Renamed generically for Indian audience.",26.799999999999997,40.199999999999996
NONIND_0785,Loubiehbzet,Loubiehbzet,Non-Indian reference food,portion,105,150,195,0.5,12.8,Henry et al. GI tables (non-Indian cohort),1.77,1.77,1.77,Low,0.88,13.828125,Original country: Lebanon. Renamed generically for Indian audience.,,Loubiehbzet | category: Non-Indian reference food | serving_type: portion | serving_g: 150(min 105 max 195) | GI: 12.8 | GL_median: 1.77 | GL_category: Low | available_carbs_g: 13.8667 | confidence_score: 0.88 | evidence: Henry et al. GI tables (non-Indian cohort) | notes: Original country: Lebanon. Renamed generically for Indian audience.,13.828125,20.7421875
