food_id,canonical_name,canonical_name_original,primary_category,serving_type,serving_size_g,serving_size_min_g,serving_size_max_g,serving_size_confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes
T4_0123,Chocolate Bar,Chocolate bar,Sweets & desserts,portion,100,100,100,0.75,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,70.0,70.0,70.0,High,0.5,100.0,Sugar dominant.
WEST_IN_0239,Chocolate Brownie,Chocolate Brownie,Western foods (India) - Desserts,portion,100,100,100,0.8,67.7,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,50.78,50.78,50.78,High,0.68,75.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: brownie.
WEST_IN_0240,Chocolate Cake,Chocolate Cake,Western foods (India) - Desserts,portion,100,100,100,0.75,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,40.98,40.98,41.6,High,0.68,60.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
WEST_IN_0241,Chocolate Chip Cookie,Chocolate Chip Cookie,Western foods (India) - Desserts,portion,100,100,100,0.75,68.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,68.0,68.0,68.0,High,0.68,100.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cookie.
WEST_IN_0242,Chocolate Croissant,Chocolate Croissant,Western foods (India) - Desserts,portion,100,100,100,0.75,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,68.3,68.3,68.3,High,0.68,100.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
T1_0830,Chocolate Made from Powder and Whole Milk,"Chocolate, made from powder and whole milk",Dairy,portion,100,100,100,0.9,47.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #830",3.01,3.01,3.01,Low,0.92,6.4,Normalized to 100g from table serving 100g with 16g available carbs and GL 7.
T4_0095,Chocolate Milk,Chocolate milk,Beverages,portion,100,100,100,0.9,65.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,3.12,4.37,3.12,Low,0.56,4.8,Sweetened milk.
T4_0042,Chocos with Milk,Chocos with milk,Breakfast cereals,portion,100,100,100,0.9,80.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,7.04,7.04,7.04,Low,0.56,8.799999999999999,High sugar cereal.
T2_0085,Chole,Chole (cooked),Pulses & legumes,portion,100,100,100,0.55,33.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,3.52,4.54,3.52,Low,0.86,10.666666666666668,Cooked chickpeas.
T3_0030,Chole Bhature,Chole bhature,Mixed meals,portion,100,100,100,0.5,75.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,14.0,13.65,14.0,Medium,0.65,18.666666666666668,Fried bread + chole; recipe-based.
T2_0102,Chole Chawal,"Chole chawal (1:1, cooked)",Mixed meals,portion,100,100,100,0.5,60.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,8.0,9.36,8.0,Low,0.78,13.333333333333334,Weighted GI method; recipe-based.
T3_0108,Chole Kulche,Chole kulche,Mixed meals,portion,100,100,100,0.5,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,12.13,11.28,12.13,Medium,0.62,17.333333333333336,Refined bread + chole; recipe-based.
WEST_IN_0214,Chow Mein,Chow Mein,Western/Asian (India) - Noodles,portion,100,100,100,0.7,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,4.61,4.61,4.61,Low,0.74,11.200000000000001,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: noodles_hakka.
T3_0149,Chowmein,"Chowmein (veg, Indian-style)",Mixed meals,portion,100,100,100,0.7,70.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,6.16,6.16,6.16,Low,0.6,8.799999999999999,Noodles; recipe-based.
NONIND_0218,Chromium Fortifiedpar Boiled Rice,Chromium-Fortifiedparboiledrice(Cr-Pr),Non-Indian reference food,portion,100,100,100,0.85,29.0,Henry et al. GI tables (non-Indian cohort),6.96,6.96,6.96,Low,0.88,24.0,Original country: Indonesia. Renamed generically for Indian audience.
WEST_IN_0243,Churros,Churros,Western foods (India) - Desserts,portion,100,100,100,0.55,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,49.0,49.0,49.0,High,0.68,71.42857142857143,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: donut.
NONIND_0636,Cinnamon,Alphonseazeylanicalinn.(Yakinarang),Non-Indian reference food,portion,100,100,100,0.5,52.0,Henry et al. GI tables (non-Indian cohort),13.87,13.87,13.87,Medium,0.88,26.666666666666668,Original country: SriLanka. Renamed generically for Indian audience.
WEST_IN_0244,Cinnamon Roll,Cinnamon Roll,Western foods (India) - Desserts,portion,100,100,100,0.55,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,46.83,46.83,46.83,High,0.68,68.57142857142857,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
NONIND_0634,Clitoriaterna Tea Linn,Clitoriaternatealinn.(Elakatarolu),Non-Indian reference food,portion,100,100,100,0.85,53.0,Henry et al. GI tables (non-Indian cohort),14.13,14.13,14.13,Medium,0.88,26.666666666666668,Original country: SriLanka. Renamed generically for Indian audience.
WEST_IN_0132,Club and Wich,Club Sandwich,Western foods (India) - Sandwiches,portion,100,100,100,0.5,71.0,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,16.57,16.57,16.57,Medium,0.74,23.333333333333332,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: club_sandwich.
T1_0166,Coarse Wheat Kernel Bread,"Coarse wheat kernel bread, 80%",Grains & staples,portion,100,100,100,0.9,52.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #166",52.0,52.0,52.0,High,0.92,100.0,Normalized to 100g from table serving 30g with 20g available carbs and GL 10.
NONIND_0628,Coconut Milk Porridge,Coconutmilkporridge(Cocosnucifera),Non-Indian reference food,portion,100,100,100,0.9,31.0,Henry et al. GI tables (non-Indian cohort),4.96,4.96,4.96,Low,0.88,16.0,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0075,Coconut Milk Rice,Coconutmilkrice,Non-Indian reference food,portion,100,100,100,0.85,49.0,Henry et al. GI tables (non-Indian cohort),49.0,49.0,49.0,High,0.88,100.0,Original country: Malaysia. Renamed generically for Indian audience.
T3_0065,Coconut Rice,Coconut rice,Mixed meals,portion,100,100,100,0.85,60.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,8.8,8.71,8.8,Low,0.66,14.666666666666666,Seasoned rice; recipe-based.
NONIND_0299,Coconut Sapsugar,Coconutsapsugar(Pca),Non-Indian reference food,portion,100,100,100,0.5,35.0,Henry et al. GI tables (non-Indian cohort),21.61,21.61,21.61,High,0.88,61.73333333333333,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0301,Coconut Sapsyrup,Coconutsapsyrup(E-Asia),Non-Indian reference food,portion,100,100,100,0.5,39.0,Henry et al. GI tables (non-Indian cohort),19.71,19.71,19.71,Medium,0.88,50.53333333333333,Original country: Philippines. Renamed generically for Indian audience.
NONIND_0564,Cocoyam Boiled,"Cocoyam,Boiled",Non-Indian reference food,portion,100,100,100,0.5,61.0,Henry et al. GI tables (non-Indian cohort),4.23,5.7,4.23,Low,0.88,6.933333333333333,Original country: WestIndia. Renamed generically for Indian audience.
T3_0135,Coffee,Coffee (with sugar),Beverages,portion,100,100,100,0.8,60.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,3.0,4.2,3.0,Low,0.7,5.0,Sugar-sweetened coffee; estimate.
T4_0132,Coffee Frapp,Coffee frappé,Beverages,portion,100,100,100,0.8,70.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,6.3,6.55,6.3,Low,0.52,9.0,Sugar + milk.
WEST_IN_0263,Cold Coffee,Cold Coffee (unsweetened),Western foods (India) - Beverages,portion,100,100,100,0.75,30.0,Proxy GI anchor: milk from International GI Tables (Atkinson 2008).,0.8,1.9,0.8,Low,0.78,2.666666666666667,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cold_coffee.
NONIND_0712,Commercialtamer,Commercialtamer(Dates),Non-Indian reference food,portion,100,100,100,0.5,35.5,Henry et al. GI tables (non-Indian cohort),17.75,17.75,17.75,Medium,0.88,50.0,Original country: UnitedArab. Renamed generically for Indian audience.
T1_0134,Continental Fruit Loaf Wheat Bread,"Continental fruit loaf, wheat bread",Grains & staples,portion,100,100,100,0.9,47.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #134",47.0,47.0,47.0,High,0.92,100.0,Normalized to 100g from table serving 30g with 15g available carbs and GL 7.
NONIND_0098,Controlbiscuits with Outpleurotussajor,Controlbiscuitswithoutpleurotussajor-,Non-Indian reference food,portion,100,100,100,0.5,57.2,Henry et al. GI tables (non-Indian cohort),12.55,12.55,12.55,Medium,0.88,21.933333333333334,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0438,Cooked Millet,Cookedmillet,Non-Indian reference food,portion,100,100,100,0.5,64.4,Henry et al. GI tables (non-Indian cohort),12.71,12.71,12.71,Medium,0.88,19.733333333333334,Original country: China. Renamed generically for Indian audience.
NONIND_0408,Cooked Rice,Cookedrice,Non-Indian reference food,portion,100,100,100,0.85,83.2,Henry et al. GI tables (non-Indian cohort),13.31,13.31,13.31,Medium,0.88,16.0,Original country: China. Renamed generically for Indian audience.
NONIND_0462,Cooked Rice with Cooked Egg Plant,Cookedrice+Cookedeggplant,Non-Indian reference food,portion,100,100,100,0.85,67.0,Henry et al. GI tables (non-Indian cohort),36.14,36.14,36.14,High,0.88,53.93333333333333,Original country: China. Renamed generically for Indian audience.
NONIND_0459,Cooked Rice with Cookedcauliflower,Cookedrice+Cookedcauliflower,Non-Indian reference food,portion,100,100,100,0.85,73.0,Henry et al. GI tables (non-Indian cohort),37.42,37.42,37.42,High,0.88,51.26666666666667,Original country: China. Renamed generically for Indian audience.
NONIND_0456,Cooked Rice with Cookedpakchoy,Cookedrice+Cookedpakchoy,Non-Indian reference food,portion,100,100,100,0.85,71.0,Henry et al. GI tables (non-Indian cohort),37.87,37.87,37.87,High,0.88,53.333333333333336,Original country: China. Renamed generically for Indian audience.
NONIND_0461,Cooked Rice with Homogenisedcooked,Cookedrice+Homogenisedcooked,Non-Indian reference food,portion,100,100,100,0.85,85.0,Henry et al. GI tables (non-Indian cohort),43.58,43.58,43.58,High,0.88,51.26666666666667,Original country: China. Renamed generically for Indian audience.
NONIND_0464,Cooked Rice with Homogenisedcooked Egg Plant,Cookedrice+Homogenisedcookedeggplant,Non-Indian reference food,portion,100,100,100,0.85,78.0,Henry et al. GI tables (non-Indian cohort),42.07,42.07,42.07,High,0.88,53.93333333333333,Original country: China. Renamed generically for Indian audience.
NONIND_0463,Cooked Rice with Homogenisedraw Egg Plant,Cookedrice+Homogenisedraweggplant,Non-Indian reference food,portion,100,100,100,0.85,93.0,Henry et al. GI tables (non-Indian cohort),50.16,50.16,50.16,High,0.88,53.93333333333333,Original country: China. Renamed generically for Indian audience.
NONIND_0236,Cookie Made from Modifiedcorn Flour with,Cookiemadefrommodifiedcornflourwith,Non-Indian reference food,portion,100,100,100,0.75,58.2,Henry et al. GI tables (non-Indian cohort),58.2,58.2,58.2,High,0.88,100.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0232,Cookie,Cookies,Non-Indian reference food,portion,100,100,100,0.75,68.7,Henry et al. GI tables (non-Indian cohort),68.7,68.7,68.7,High,0.88,100.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0216,Cookie Made with Brown Rice Flour,Cookiesmadewithbrownriceflour(Oryza,Non-Indian reference food,portion,100,100,100,0.85,17.4,Henry et al. GI tables (non-Indian cohort),3.97,5.4,3.97,Low,0.88,22.8,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0175,Cookie with Rice Bran,Cookieswithricebran,Non-Indian reference food,portion,100,100,100,0.85,31.0,Henry et al. GI tables (non-Indian cohort),11.88,11.88,11.88,Medium,0.88,38.333333333333336,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0396,Corn Flakes,"Corn Flakes(Kellogg’Sinc.,Southkorea)",Non-Indian reference food,portion,100,100,100,0.5,51.6,Henry et al. GI tables (non-Indian cohort),30.62,30.62,30.62,High,0.88,59.333333333333336,Original country: Korea. Renamed generically for Indian audience.
T4_0041,Corn Flakes with Milk,Corn Flakes with Milk,Breakfast cereals,portion,100,100,100,0.9,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,6.0,6.0,6.0,Low,0.56,8.0,Processed cereal.
NONIND_0233,Corn Flour Cake,Cornflourcake,Non-Indian reference food,portion,100,100,100,0.75,85.0,Henry et al. GI tables (non-Indian cohort),85.0,85.0,85.0,High,0.88,100.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0235,Corn Flour Cookie,Cornflourcookie,Non-Indian reference food,portion,100,100,100,0.75,52.2,Henry et al. GI tables (non-Indian cohort),52.2,52.2,52.2,High,0.88,100.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0035,Corn Flour Muffin,Cornflourmuffin,Non-Indian reference food,portion,100,100,100,0.5,74.4,Henry et al. GI tables (non-Indian cohort),18.1,18.1,18.1,Medium,0.88,24.333333333333336,Original country: Singapore. Renamed generically for Indian audience.
T1_0717,Corn Thins Puffed Corn Cake,"Corn Thins, puffed corn cakes",Grains & staples,portion,100,100,100,0.75,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",87.0,87.0,87.0,High,0.92,100.0,Normalized to 100g from table serving 25g with 20g available carbs and GL 18.
