food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes
T2_0004,Ragi Mudde,Ragi mudde,Grains & staples,plate,120,150,180,0.55,45.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.6,6.6,6.6,Low,0.84,14.666666666666666,"Cooked ragi preparation; density varies, so wider range."
T3_0068,Ragi Mudde with Sambar,Ragi mudde + sambar,Mixed meals,katori,120,150,180,0.8,50.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.34,7.47,11.21,Low,0.66,18.68,Mudde + sambar; weighted.
T2_0014,Ragi Porridge,Ragi porridge (unsweetened),Grains & staples,plate,120,150,180,0.55,40.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,3.2,3.2,3.2,Low,0.83,8.0,Diluted porridge; GL lower per 100g.
T2_0030,Ragi Puttu,Ragi puttu (plain),Mixed meals,portion,105,150,195,0.5,60.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,10.4,10.4,10.4,Medium,0.8,17.333333333333332,Steamed ragi preparation; carb density higher.
T2_0001,Ragi Roti,Ragi roti (finger millet roti),Breads & flatbreads,piece,22,30,38,0.8,35.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,16.04,12.54,19.84,Medium,0.85,45.82857142857143,Millet roti; GL estimated using cooked roti carb density.
T3_0076,Ragi Roti with Curry,Ragi roti + curry,Mixed meals,piece,22,30,38,0.8,50.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,14.67,11.47,18.14,Medium,0.66,29.34,Roti + curry; weighted.
NONIND_0443,Raisins,Raisins,Non-Indian reference food,portion,105,150,195,0.5,56.0,Henry et al. GI tables (non-Indian cohort),24.83,24.83,24.83,High,0.88,44.339285714285715,Original country: China. Renamed generically for Indian audience.
NONIND_0447,Raisins with Rice,Raisins+Rice,Non-Indian reference food,plate,120,150,180,0.85,77.0,Henry et al. GI tables (non-Indian cohort),91.48,81.92,102.41,High,0.88,118.8051948051948,Original country: China. Renamed generically for Indian audience.
NONIND_0452,Raisins with Rice with Almonds,Raisins+Rice+Almonds,Non-Indian reference food,plate,120,150,180,0.85,54.0,Henry et al. GI tables (non-Indian cohort),66.72,59.75,74.69,High,0.88,123.55555555555556,Original country: China. Renamed generically for Indian audience.
T3_0144,Raita,Raita (plain),Dairy,portion,105,150,195,0.5,20.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,0.53,0.53,0.53,Low,0.72,2.65,Low carbs.
T2_0084,Rajma,Rajma (cooked),Pulses & legumes,katori,120,150,180,0.55,30.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.4,5.12,7.68,Low,0.86,21.333333333333332,Cooked kidney beans.
T2_0101,Rajma Chawal,"Rajma chawal (1:1, cooked)",Mixed meals,portion,105,150,195,0.5,58.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.73,7.73,7.73,Low,0.78,13.327586206896552,Weighted GI method; recipe-based.
T3_0003,Rajma Masala,Rajma masala,Mixed meals,portion,105,150,195,0.5,38.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,4.05,4.05,4.05,Low,0.74,10.657894736842104,Kidney beans in gravy; carbs moderate.
WEST_IN_0220,Ramen Veg,Ramen Veg,Western/Asian (India) - Noodles,bowl,188,250,312,0.7,40.8,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,3.59,3.59,3.59,Low,0.74,8.799019607843137,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: ramen.
T2_0097,Rasam,Rasam (plain),Mixed meals,katori,120,150,180,0.8,30.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,1.6,1.28,1.92,Low,0.8,5.333333333333333,Very low carbs per 100g.
T2_0107,Rasam Rice,Rasam rice,Mixed meals,plate,120,150,180,0.85,58.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,10.36,9.28,11.6,Medium,0.78,17.862068965517242,Weighted GI rice+rasam; recipe-based.
T3_0120,Rasgulla,Rasgulla,Sweets & desserts,piece,52,70,88,0.55,85.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,30.36,30.36,30.36,High,0.6,35.71764705882353,Sugar syrup; recipe-based.
NONIND_0778,Rashodia,Rashodia,Non-Indian reference food,portion,105,150,195,0.5,50.9,Henry et al. GI tables (non-Indian cohort),25.21,25.21,25.21,High,0.88,49.52848722986248,Original country: SaudiArabia. Renamed generically for Indian audience.
T3_0121,Rasmalai,Rasmalai,Sweets & desserts,piece,52,70,88,0.55,80.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,22.86,22.86,22.86,High,0.6,28.575,Sweetened milk; recipe-based.
NONIND_0357,Rawherb Corn Salad,Rawherb:Cornsalad,Non-Indian reference food,portion,105,150,195,0.5,97.5,Henry et al. GI tables (non-Indian cohort),97.5,97.5,97.5,High,0.88,100.0,Original country: Japan. Renamed generically for Indian audience.
NONIND_0160,Red Bean,Redbean(Vignaumbellata),Non-Indian reference food,portion,105,150,195,0.5,26.0,Henry et al. GI tables (non-Indian cohort),5.17,5.17,5.17,Low,0.88,19.884615384615383,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0529,Red Bean Dessert,Redbeandessert,Non-Indian reference food,portion,105,150,195,0.5,75.0,Henry et al. GI tables (non-Indian cohort),9.5,9.5,9.5,Low,0.88,12.666666666666666,Original country: Hong. Renamed generically for Indian audience.
NONIND_0406,Red Bean Gruel,Redbeangruel,Non-Indian reference food,portion,105,150,195,0.5,38.5,Henry et al. GI tables (non-Indian cohort),5.18,5.18,5.18,Low,0.88,13.454545454545455,Original country: Korea. Renamed generically for Indian audience.
NONIND_0006,Red Bean Pau,Redbeanpau,Non-Indian reference food,portion,105,150,195,0.5,91.0,Henry et al. GI tables (non-Indian cohort),45.26,45.26,45.26,High,0.88,49.73626373626374,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0765,Red Bean with White Bread and Omani Coffee,Redbeanwithwhitebreadandomanicoffee,Non-Indian reference food,slice,20,25,30,0.9,65.2,Henry et al. GI tables (non-Indian cohort),130.4,130.4,130.4,High,0.88,200.0,Original country: Oman. Renamed generically for Indian audience.
NONIND_0764,Red Bean with White Bread and Water,Redbeanwithwhitebreadandwater,Non-Indian reference food,slice,20,25,30,0.9,61.7,Henry et al. GI tables (non-Indian cohort),98.72,98.72,98.72,High,0.88,160.0,Original country: Oman. Renamed generically for Indian audience.
NONIND_0109,Red Fleshedseeded Water Melon,Red-Fleshedseededwatermelon,Non-Indian reference food,portion,105,150,195,0.5,48.0,Henry et al. GI tables (non-Indian cohort),6.72,6.72,6.72,Low,0.88,14.0,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0108,Red Fleshedseedless Water Melon,Red-Fleshedseedlesswatermelon,Non-Indian reference food,portion,105,150,195,0.5,51.0,Henry et al. GI tables (non-Indian cohort),7.2,7.2,7.2,Low,0.88,14.117647058823529,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0111,Red Fleshedseedless Water Melon Juice,Red-Fleshedseedlesswatermelonjuice,Non-Indian reference food,glass,200,250,300,0.8,51.0,Henry et al. GI tables (non-Indian cohort),4.32,4.32,4.32,Low,0.88,8.470588235294118,Original country: Malaysia. Renamed generically for Indian audience.
T1_0543,Red Raw Rice Sri Lankan Cooked in Rice Cooker,"Red Raw rice, Sri Lankan, cooked in rice cooker",Grains & staples,plate,120,150,180,0.85,59.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #543",41.11,36.82,46.02,High,0.92,69.67796610169492,Normalized to 100g from table serving 100g with 78g available carbs and GL 46.
NONIND_0103,Red Rice,"Redrice(Jasminenutririce,Thailand)",Non-Indian reference food,plate,120,150,180,0.85,68.0,Henry et al. GI tables (non-Indian cohort),18.1,16.21,20.27,Medium,0.88,26.617647058823533,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0605,Red Rice Meal with Accompaniments,Redricemeal+Accompaniments,Non-Indian reference food,plate,120,150,180,0.85,64.0,Henry et al. GI tables (non-Indian cohort),9.61,8.6,10.75,Low,0.88,15.015625,Original country: SriLanka. Renamed generically for Indian audience.
WEST_IN_0258,Red Velvet Cake,Red Velvet Cake,Western foods (India) - Desserts,piece,60,80,100,0.75,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,40.98,40.98,40.98,High,0.68,60.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
NONIND_0708,Redpigmented Rice,Redpigmentedrice(Wedaheenati),Non-Indian reference food,plate,120,150,180,0.85,52.5,Henry et al. GI tables (non-Indian cohort),11.26,10.08,12.6,Medium,0.88,21.447619047619046,Original country: SriLanka. Renamed generically for Indian audience.
IND_HENRY2021_716,Refined Maizeugali Flour,Refined Maizeugaliflour,Other,portion,105,150,195,0.5,71.4,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 150; n=14 Healthy; ref food/time: Glucose/2h participants; portion 161 g provides 50 g available carbs (table page 24).",14.8,14.8,14.8,Medium,0.9,20.728291316526608,Computed carbs per 100 g using study portion: 50 g available carbs in 161 g portion. GI SEM/SD reported: 5.1.
IND_HENRY2021_641,Refined Wheat Noodles,Refined Wheatnoodles (Addedbengal Gram,Grains & staples,bowl,188,250,312,0.7,56.1,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 128; n=None None; ref food/time: Healthy Glucose/2h seedcoat+brokenrice) participants; portion 50 g provides 10 g available carbs (table page 22).",4.49,4.49,4.49,Low,0.9,8.003565062388592,Computed carbs per 100 g using study portion: 10 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0729,Regag Bread,Regagbread,Non-Indian reference food,slice,20,25,30,0.9,76.0,Henry et al. GI tables (non-Indian cohort),76.0,76.0,76.0,High,0.88,100.0,Original country: UnitedArab. Renamed generically for Indian audience.
NONIND_0489,Reheatedovernight Rice,Reheatedovernightrice,Non-Indian reference food,plate,120,150,180,0.85,90.6,Henry et al. GI tables (non-Indian cohort),37.8,33.85,42.31,High,0.88,41.72185430463576,Original country: Taiwan. Renamed generically for Indian audience.
NONIND_0433,Resistantstarch Rice,Resistantstarchrice,Non-Indian reference food,plate,120,150,180,0.85,48.4,Henry et al. GI tables (non-Indian cohort),17.3,15.49,19.37,Medium,0.88,35.743801652892564,Original country: China. Renamed generically for Indian audience.
NONIND_0071,Rice,Rice,Non-Indian reference food,plate,120,150,180,0.85,48.0,Henry et al. GI tables (non-Indian cohort),33.49,29.99,37.48,High,0.88,69.77083333333333,Original country: Malaysia. Renamed generically for Indian audience.
NONIND_0380,Rice Balls,Riceballs,Non-Indian reference food,plate,120,150,180,0.85,96.9,Henry et al. GI tables (non-Indian cohort),43.28,38.76,48.45,High,0.88,44.66460268317853,Original country: Korea. Renamed generically for Indian audience.
NONIND_0143,Rice Berry Rice Bread,Riceberryricebread,Non-Indian reference food,slice,20,25,30,0.9,69.3,Henry et al. GI tables (non-Indian cohort),92.86,83.16,103.95,High,0.88,133.997113997114,Original country: Thailand. Renamed generically for Indian audience.
NONIND_0193,Rice Blend,Analoguerice(80%Mocaf:20%Carrot),Non-Indian reference food,plate,120,150,180,0.85,42.0,Henry et al. GI tables (non-Indian cohort),21.99,19.69,24.62,High,0.88,52.357142857142854,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0390,Rice Bread,Ricebread,Non-Indian reference food,slice,20,25,30,0.9,73.4,Henry et al. GI tables (non-Indian cohort),98.36,88.08,110.1,High,0.88,134.00544959128064,Original country: Korea. Renamed generically for Indian audience.
T1_0151,Rice Bread High Amylose Doongara Rice,"Rice bread, high-amylose Doongara rice",Grains & staples,slice,20,25,30,0.9,61.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #151",81.74,73.2,91.5,High,0.92,133.99999999999997,Normalized to 100g from table serving 30g with 12g available carbs and GL 7.
T1_0150,Rice Bread Low Amylose Calrose Rice,"Rice bread, low-amylose Calrose rice",Grains & staples,slice,20,25,30,0.9,72.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #150",96.48,86.4,108.0,High,0.92,134.0,Normalized to 100g from table serving 30g with 12g available carbs and GL 8.
NONIND_0378,Rice Cake,Ricecakes,Non-Indian reference food,plate,120,150,180,0.85,80.7,Henry et al. GI tables (non-Indian cohort),38.43,34.42,43.02,High,0.88,47.62081784386617,Original country: Korea. Renamed generically for Indian audience.
T1_0729,Rice Cake Calrose Rice,"Rice cakes, Calrose rice (low-amylose)",Grains & staples,plate,120,150,180,0.85,91.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #729",68.29,61.15,76.44,High,0.92,75.04395604395606,Normalized to 100g from table serving 25g with 21g available carbs and GL 19.
T1_0730,Rice Cake Doongara Rice,"Rice cakes, Doongara rice (high-amylose)",Grains & staples,plate,120,150,180,0.85,61.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #730",45.77,40.99,51.24,High,0.92,75.0327868852459,Normalized to 100g from table serving 25g with 21g available carbs and GL 13.
NONIND_0047,Rice Dosa,Ricedosa,Non-Indian reference food,plate,120,150,180,0.85,76.0,Henry et al. GI tables (non-Indian cohort),10.5,4.59,20.34,Medium,0.88,13.81578947368421,Original country: Singapore. Renamed generically for Indian audience.
IND_HENRY2021_660,Rice Flakespoha,Riceflakespoha,Grains & staples,plate,120,150,180,0.85,74.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 132; n=10 Healthy; ref food/time: Glucose/2h participants; portion 277 g provides 50 g available carbs (table page 22).",11.97,10.72,13.39,Medium,0.9,16.175675675675677,Computed carbs per 100 g using study portion: 50 g available carbs in 277 g portion. GI SEM/SD reported: 4.87.
NONIND_0034,Rice Flour Muffin,Riceflourmuffin,Non-Indian reference food,plate,120,150,180,0.85,79.1,Henry et al. GI tables (non-Indian cohort),29.61,26.52,33.15,High,0.88,37.43362831858408,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0583,Rice Flour Roti,Riceflourroti,Non-Indian reference food,plate,120,150,180,0.85,69.0,Henry et al. GI tables (non-Indian cohort),5.06,3.96,6.26,Low,0.88,7.333333333333332,Original country: SriLanka. Renamed generically for Indian audience.
NONIND_0303,Rice Gruel,Ricegruel(Okayu),Non-Indian reference food,plate,120,150,180,0.85,99.0,Henry et al. GI tables (non-Indian cohort),6.73,6.02,7.53,Low,0.88,6.797979797979798,Original country: Japan. Renamed generically for Indian audience.
