food_id,canonical_name,canonical_name_original,primary_category,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,serving_size_g,available_carbs_g,notes
NONIND_0456,Cooked Rice with Cookedpakchoy,Cookedrice+Cookedpakchoy,Non-Indian reference food,71.0,Henry et al. GI tables (non-Indian cohort),56.8,51.1,62.5,High,0.88,100,80.0,Original country: China. Renamed generically for Indian audience.
NONIND_0461,Cooked Rice with Homogenisedcooked,Cookedrice+Homogenisedcooked,Non-Indian reference food,85.0,Henry et al. GI tables (non-Indian cohort),65.3,58.8,71.9,High,0.88,100,76.9,Original country: China. Renamed generically for Indian audience.
NONIND_0464,Cooked Rice with Homogenisedcooked Egg Plant,Cookedrice+Homogenisedcookedeggplant,Non-Indian reference food,78.0,Henry et al. GI tables (non-Indian cohort),63.1,56.8,69.4,High,0.88,100,80.9,Original country: China. Renamed generically for Indian audience.
NONIND_0463,Cooked Rice with Homogenisedraw Egg Plant,Cookedrice+Homogenisedraweggplant,Non-Indian reference food,93.0,Henry et al. GI tables (non-Indian cohort),75.3,67.7,82.8,High,0.88,100,80.9,Original country: China. Renamed generically for Indian audience.
NONIND_0236,Cookie Made From Modifiedcorn Flour with,Cookiemadefrommodifiedcornflourwith,Non-Indian reference food,58.2,Henry et al. GI tables (non-Indian cohort),41.0,36.9,45.1,High,0.88,100,70.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0232,Cookie S,Cookies,Non-Indian reference food,68.7,Henry et al. GI tables (non-Indian cohort),36.0,32.4,39.6,High,0.88,100,52.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0216,Cookie S Made with Brown Rice Flour,Cookiesmadewithbrownriceflour(Oryza,Non-Indian reference food,17.4,Henry et al. GI tables (non-Indian cohort),6.0,5.4,6.6,Low,0.88,100,34.2,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0175,Cookie S with Rice Bran,Cookieswithricebran,Non-Indian reference food,31.0,Henry et al. GI tables (non-Indian cohort),17.8,16.0,19.6,Medium,0.88,100,57.5,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0396,Corn Flakes,"Corn Flakes(Kellogg’Sinc.,Southkorea)",Non-Indian reference food,51.6,Henry et al. GI tables (non-Indian cohort),45.9,41.3,50.5,High,0.88,100,89.0,Original country: Korea. Renamed generically for Indian audience.
T4_0041,Corn Flakes with Milk,Corn Flakes with Milk,Breakfast cereals,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,15.0,8.4,21.6,Medium,0.56,100,20.0,Processed cereal.
NONIND_0233,Corn Flour Cake,Cornflourcake,Non-Indian reference food,85.0,Henry et al. GI tables (non-Indian cohort),78.7,70.8,86.6,High,0.88,100,92.6,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0235,Corn Flour Cookie,Cornflourcookie,Non-Indian reference food,52.2,Henry et al. GI tables (non-Indian cohort),36.8,33.1,40.5,High,0.88,100,70.4,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0035,Corn Flour Muffin,Cornflourmuffin,Non-Indian reference food,74.4,Henry et al. GI tables (non-Indian cohort),27.2,24.5,29.9,High,0.88,100,36.5,Original country: Singapore. Renamed generically for Indian audience.
T1_0717,Corn Thins Puffed Corn Cake S,"Corn Thins, puffed corn cakes",Grains & staples,87.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #717",72.0,66.24,77.76,High,0.92,100,80.0,Normalized to 100g from table serving 25g with 20g available carbs and GL 18.
T1_0130,Corn Tortilla Made From White Corn Diego S,"Corn tortilla, made from white corn, Diego's",Grains & staples,49.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #130",22.0,20.24,23.76,High,0.92,100,44.0,Normalized to 100g from table serving 50g with 22g available carbs and GL 11.
NONIND_0414,Corngranule,Corngranule,Non-Indian reference food,51.8,Henry et al. GI tables (non-Indian cohort),10.4,9.3,11.4,Medium,0.88,100,20.0,Original country: China. Renamed generically for Indian audience.
NONIND_0413,Cornpowder Porridge,Cornpowderporridge,Non-Indian reference food,68.0,Henry et al. GI tables (non-Indian cohort),13.6,12.2,15.0,Medium,0.88,100,20.0,Original country: China. Renamed generically for Indian audience.
NONIND_0162,Cowpea,Cowpea(Vignasinensisendl.),Non-Indian reference food,35.0,Henry et al. GI tables (non-Indian cohort),6.7,6.1,7.4,Low,0.88,100,19.2,Original country: Indonesia. Renamed generically for Indian audience.
T4_0086,Cream of Spinach Soup,Cream of spinach soup,Mixed meals,40.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,2.4,1.34,3.46,Low,0.56,100,6.0,Low carb.
WEST_IN_0245,Crepe,Crepe,Western foods (India) - Desserts,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,24.0,17.6,30.4,High,0.68,100,35.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pancake.
NONIND_0750,Croissant,Croissantwithwater,Non-Indian reference food,67.5,Henry et al. GI tables (non-Indian cohort),13.5,12.1,14.8,Medium,0.88,100,20.0,Original country: Oman. Renamed generically for Indian audience.
T4_0059,Cup Cake,Cupcake,Sweets & desserts,78.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,32.76,17.69,47.83,High,0.54,100,42.0,Refined flour + sugar.
T4_0040,Cup Noodles,Cup noodles,Mixed meals,72.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,15.84,8.55,23.13,Medium,0.54,100,22.0,Brand variability.
T3_0143,Curd,Curd (plain dahi),Dairy,20.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,0.7,0.52,0.88,Low,0.75,100,3.5,Low carbs.
T2_0076,Curd Rice,Curd rice,Mixed meals,46.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,9.2,7.27,11.13,Low,0.79,100,20.0,Dairy lowers GI; recipe-based.
NONIND_0026,Curry Puff,Currypuff,Non-Indian reference food,41.0,Henry et al. GI tables (non-Indian cohort),15.8,14.2,17.4,Medium,0.88,100,38.6,Original country: Singapore. Renamed generically for Indian audience.
NONIND_0720,Dabbas,Dabbas(Dates),Non-Indian reference food,49.1,Henry et al. GI tables (non-Indian cohort),32.2,29.0,35.4,High,0.88,100,65.6,Original country: UnitedArab. Renamed generically for Indian audience.
T2_0119,Dabeli,Dabeli (normalized to 100 g),Snacks,75.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,24.0,18.72,29.28,High,0.78,100,32.0,Bread + potato + chutney; recipe-based.
T3_0110,Dahi Vada,Dahi vada,Snacks,55.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.9,6.14,13.66,Low,0.62,100,18.0,Curd + fried vada; recipe-based.
T3_0147,Dal Fry,Dal fry,Mixed meals,45.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,6.3,4.54,8.06,Low,0.72,100,14.0,Lentil curry; recipe-based.
T3_0001,Dal Makhani,Dal makhani,Mixed meals,45.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,4.5,3.33,5.67,Low,0.74,100,10.0,Black gram + butter/cream; carbs moderate per 100g.
T3_0037,Dal Rice,Dal rice,Mixed meals,58.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,12.76,8.42,17.1,Medium,0.66,100,22.0,Rice + dal; weighted method.
T2_0083,Dal Tadka,Dal tadka (restaurant-style),Mixed meals,40.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,5.6,4.48,6.72,Low,0.8,100,14.0,Fat doesn’t change carbs much; estimated.
IND_HENRY2021_675,Dalia,Dalia,Pulses & legumes,38.0,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 137; n=10 Healthy; ref food/time: Glucose/2h 10gmoongdal participants 280mlwater; portion 10 g provides 50 g available carbs (table page 23).",190.2,174.98,205.42,High,0.92,100,500.0,Computed carbs per 100 g using study portion: 50 g available carbs in 10 g portion. GI SEM/SD reported: 27.04.
T2_0054,Dalia Cooked,Dalia (broken wheat) cooked,Grains & staples,55.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,12.1,10.41,13.79,Medium,0.86,100,22.0,Cooked broken wheat.
T2_0055,Dalia Porridge,Dalia porridge (plain),Grains & staples,50.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.0,5.04,6.96,Low,0.84,100,12.0,Diluted porridge; lower GL per 100g.
T3_0040,Daliya Khichdi,Daliya khichdi,Mixed meals,55.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.9,6.93,12.87,Low,0.7,100,18.0,Broken wheat + dal; recipe-based.
WEST_IN_0247,Danish Pastry,Danish Pastry,Western foods (India) - Desserts,68.3,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,32.8,24.0,41.6,High,0.68,100,48.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: cake.
NONIND_0563,Dasheen Boiled,"Dasheen,Boiled",Non-Indian reference food,72.0,Henry et al. GI tables (non-Indian cohort),12.9,11.6,14.2,Medium,0.88,100,17.9,Original country: WestIndia. Renamed generically for Indian audience.
T4_0135,Dessert Platter,Dessert platter,Sweets & desserts,75.0,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,30.0,15.0,45.0,High,0.5,100,40.0,Multiple desserts.
T2_0093,Dhokla,Dhokla,Snacks,35.0,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,6.3,5.17,7.43,Low,0.82,100,18.0,Fermented gram snack; estimated.
IND_HENRY2021_705,Dia Blissherbalsugar,Dia Blissherbalsugar (DHS),Other,46.5,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 145; n=16 Healthy; ref food/time: Glucose/2h participants; portion 50 g provides 50 g available carbs (table page 24).",46.5,41.85,51.15,High,0.9,100,100.0,Computed carbs per 100 g using study portion: 50 g available carbs in 50 g portion. GI variability (SEM/SD) not reported in row.
NONIND_0543,Doll Fried Noodles,Dollfriednoodles,Non-Indian reference food,88.0,Henry et al. GI tables (non-Indian cohort),41.8,37.6,46.0,High,0.88,100,47.5,Original country: HongKong. Renamed generically for Indian audience.
WEST_IN_0248,Donut,Donut (chocolate),Western foods (India) - Desserts,68.6,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,34.3,25.1,43.5,High,0.68,100,50.0,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: donut.
NONIND_0177,Donut Made with Rice Bran,Donutmadewithricebran,Non-Indian reference food,39.0,Henry et al. GI tables (non-Indian cohort),16.4,14.7,18.0,Medium,0.88,100,42.0,Original country: Indonesia. Renamed generically for Indian audience.
NONIND_0265,Donut Sugarc Oat Ed,"Donut,Sugarcoated",Non-Indian reference food,70.0,Henry et al. GI tables (non-Indian cohort),32.1,28.9,35.3,High,0.88,100,45.9,Original country: Philippines. Renamed generically for Indian audience.
T1_0552,Doongara White Cooked in Rice Cooker,"Doongara, white, cooked in rice cooker (2007)",Grains & staples,48.0,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #552",12.67,11.66,13.68,Medium,0.92,100,26.0,Normalized to 100g from table serving 150g with 39g available carbs and GL 19.
IND_HENRY2021_688,Dosa,Dosa,Breads & fermented,55.8,"Henry et al. (Nutrition & Diabetes, 2021) GI compendium; ref 142; n=11 Healthy; ref food/time: Glucose/2h participants; portion 120 g provides 50 g available carbs (table page 23).",23.2,21.34,25.06,High,0.92,100,41.7,Computed carbs per 100 g using study portion: 50 g available carbs in 120 g portion. GI variability (SEM/SD) not reported in row.
T3_0046,Dosa Sambar,Dosa sambar,Mixed meals,65.0,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,11.7,7.96,15.44,Medium,0.68,100,18.0,Dosa + sambar; weighted estimate.
NONIND_0748,Doughnut,Doughnutwithwater,Non-Indian reference food,75.5,Henry et al. GI tables (non-Indian cohort),15.1,13.6,16.6,Medium,0.88,100,20.0,Original country: Oman. Renamed generically for Indian audience.
NONIND_0746,Dried Bisr Dates,Dried Bisr(matureunripe)dates,Non-Indian reference food,54.6,Henry et al. GI tables (non-Indian cohort),32.8,28.86,36.74,High,0.88,100,60.0,Original country: UnitedArab. Renamed generically for Indian audience.
NONIND_0747,Dried Tamr Dates,Dried Tamr(matureripe)dates,Non-Indian reference food,54.3,Henry et al. GI tables (non-Indian cohort),32.6,28.69,36.51,High,0.88,100,60.0,Original country: UnitedArab. Renamed generically for Indian audience.
NONIND_0444,Driedapples,Driedapples,Non-Indian reference food,43.0,Henry et al. GI tables (non-Indian cohort),28.0,25.2,30.8,High,0.88,100,65.1,Original country: China. Renamed generically for Indian audience.
NONIND_0448,Driedapples with Rice,Driedapples+Rice,Non-Indian reference food,65.0,Henry et al. GI tables (non-Indian cohort),84.6,76.2,93.1,High,0.88,100,130.2,Original country: China. Renamed generically for Indian audience.
NONIND_0453,Driedapples with Rice with Almonds,Driedapples+Rice+Almonds,Non-Indian reference food,60.0,Henry et al. GI tables (non-Indian cohort),81.3,73.1,89.4,High,0.88,100,135.4,Original country: China. Renamed generically for Indian audience.
NONIND_0446,Driedapricots,Driedapricots,Non-Indian reference food,56.0,Henry et al. GI tables (non-Indian cohort),31.0,27.9,34.1,High,0.88,100,55.3,Original country: China. Renamed generically for Indian audience.
NONIND_0450,Driedapricots with Rice,Driedapricots+Rice,Non-Indian reference food,75.0,Henry et al. GI tables (non-Indian cohort),83.0,74.7,91.3,High,0.88,100,110.6,Original country: China. Renamed generically for Indian audience.
NONIND_0455,Driedapricots with Rice with Almonds,Driedapricots+Rice+Almonds,Non-Indian reference food,64.0,Henry et al. GI tables (non-Indian cohort),73.6,66.3,81.0,High,0.88,100,115.0,Original country: China. Renamed generically for Indian audience.
NONIND_0746,Driedbisr Dates,Driedbisr(Matureunripe)Dates,Non-Indian reference food,54.6,Henry et al. GI tables (non-Indian cohort),32.8,29.5,36.0,High,0.88,100,60.0,Original country: UnitedArab. Renamed generically for Indian audience.
NONIND_0445,Driedjujubes,Driedjujubes,Non-Indian reference food,55.0,Henry et al. GI tables (non-Indian cohort),32.7,29.5,36.0,High,0.88,100,59.5,Original country: China. Renamed generically for Indian audience.
NONIND_0449,Driedjujubes with Rice,Driedjujubes+Rice,Non-Indian reference food,77.0,Henry et al. GI tables (non-Indian cohort),91.7,82.5,100.8,High,0.88,100,119.0,Original country: China. Renamed generically for Indian audience.
