food_id,canonical_name,canonical_name_original,primary_category,serving_type,Serving size min ,Serving size G,Serving Size Max,Serving size confidence,gi,gi_evidence,gl_median,gl_min,gl_max,gl_category,confidence_score,available_carbs_g,notes,available_carbs_per100g,gl_per100g_median,gl_per100g_min,gl_per100g_max,serving_size_per100g_g,portion_serving_key,gl_median_portion,gl_min_portion,gl_max_portion,available_carbs_portion_median,available_carbs_portion_min,available_carbs_portion_max
T4_0035,Fish Fry,Fish fry,Mixed meals,portion,105,150,195,0.5,-1,"GI_NA_RULE: GI is defined using a portion providing ~50g available carbohydrate; for foods with negligible available carbohydrate (non-starchy vegetables / protein mains without carb carriers), GI is not applicable. Use GL from available carbs (per 100g).",0,0,0,Low,0.58,2,"Negligible carbs; batter varies. | GI_NA_RULE applied (protein/non-starchy veg without carb carrier, carbs<=10g/100g).",2,0,0,0,100,portion_100g,0,0,0,2,2,2
NONIND_0115,Fish Snacks with Chilli Sauce,Fishsnacks(Boiledkeropoklekor)+Chillisauce,Non-Indian reference food,portion,105,150,195,0.5,79,Henry et al. GI tables (non-Indian cohort),20.43,20.43,20.43,High,0.88,25.86666667,Original country: Malaysia. Renamed generically for Indian audience.,25.86666667,20.43,20.43,20.43,100,portion_100g,20.43,20.43,20.43,25.87,25.87,25.87
NONIND_0073,Flat Bread,Flatbread,Non-Indian reference food,slice,20,25,30,0.9,71,Henry et al. GI tables (non-Indian cohort),71,71,71,High,0.88,100,Original country: Malaysia. Renamed generically for Indian audience.,100,71,71,71,100,portion_100g,71,71,71,100,100,100
NONIND_0077,Flat Bread with Dhal Curry,Flatbreadwithdhalcurry,Non-Indian reference food,slice,20,25,30,0.9,69,Henry et al. GI tables (non-Indian cohort),138,110.4,165.6,High,0.88,100,Original country: Malaysia. Renamed generically for Indian audience.,100,69,69,69,100,dal_katori_default,138,110.4,165.6,200,160,240
T4_0096,Flavoured Milk,Flavoured milk,Beverages,glass,200,250,300,0.9,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,6.24,6.24,6.24,Low,0.56,4.8,Sweetened milk.,4.8,3.12,3.12,3.12,100,glass_200ml,6.24,6.24,6.24,9.6,9.6,9.6
T4_0128,Flavoured Water,Flavoured water,Beverages,glass,200,250,300,0.6,60,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,2.4,2.4,2.4,Low,0.52,2,Sugar-added water.,2,1.2,1.2,1.2,100,glass_200ml,2.4,2.4,2.4,4,4,4
T2_0007,Foxtail Millet,Foxtail millet (cooked),Grains & staples,plate,120,150,180,0.55,50,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,7.67,7.67,7.67,Low,0.86,15.33333333,Cooked millet grain.,15.33333333,7.67,7.67,7.67,100,portion_100g,7.67,7.67,7.67,15.33,15.33,15.33
T2_0026,Foxtail Millet Lemon Rice,Foxtail millet lemon rice,Mixed meals,plate,120,150,180,0.85,58,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,10.36,9.28,11.6,Medium,0.79,13.33333333,Seasoned millet dish; recipe-based.,13.33333333,7.73,7.73,7.73,100,cooked_rice_nin_cup_200ml,7.73,7.73,7.73,17.87,16,20
NONIND_0102,Fragrantwhite Rice,"Fragrantwhiterice(Superfragrantaaa,",Non-Indian reference food,plate,120,150,180,0.85,67,Henry et al. GI tables (non-Indian cohort),19.46,17.42,21.78,Medium,0.88,21.66666667,Original country: Malaysia. Renamed generically for Indian audience.,21.66666667,14.52,14.52,14.52,100,cooked_rice_nin_cup_200ml,14.52,14.52,14.52,29.03,26,32.5
WEST_IN_0228,French Fries,French Fries,Western foods (India) - Sides,portion,105,150,195,0.5,64,Proxy GI anchor: french fries from International GI Tables (Atkinson 2008).,14.93,14.93,14.93,Medium,0.75,23.33333333,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: fries.,23.33333333,14.93,14.93,14.93,100,portion_100g,14.93,14.93,14.93,23.33,23.33,23.33
T3_0138,Fresh Sugarcane Juice,Fresh sugarcane juice,Beverages,glass,200,250,300,0.8,75,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9,9,9,Low,0.62,6,High sugar; estimate.,6,4.5,4.5,4.5,100,glass_200ml,9,9,9,12,12,12
NONIND_0383,Freshwheat Noodles,Freshwheatnoodles,Non-Indian reference food,bowl,188,250,312,0.7,48.2,Henry et al. GI tables (non-Indian cohort),10.53,10.53,10.53,Medium,0.88,21.84,Original country: Korea. Renamed generically for Indian audience.,21.84,10.53,10.53,10.53,100,portion_100g,10.53,10.53,10.53,21.84,21.84,21.84
NONIND_0756,Fried Egg and Wich,Friedeggsandwichwithwater,Non-Indian reference food,portion,105,150,195,0.5,73.4,Henry et al. GI tables (non-Indian cohort),9.79,9.79,9.79,Low,0.88,13.33333333,Original country: Oman. Renamed generically for Indian audience.,13.33333333,9.79,9.79,9.79,100,portion_100g,9.79,9.79,9.79,13.33,13.33,13.33
NONIND_0105,Fried Fragrantwhite Rice,"Friedfragrantwhiterice(Superfragrantaaa,",Non-Indian reference food,plate,120,150,180,0.85,50,Henry et al. GI tables (non-Indian cohort),8.67,7.76,9.71,Low,0.88,12.93333333,Original country: Malaysia. Renamed generically for Indian audience.,12.93333333,6.47,6.47,6.47,100,cooked_rice_nin_cup_200ml,6.47,6.47,6.47,17.33,15.52,19.4
NONIND_0517,Fried Fritter,Friedfritter,Non-Indian reference food,portion,105,150,195,0.5,69,Henry et al. GI tables (non-Indian cohort),16.56,16.56,16.56,Medium,0.88,24,Original country: Hong. Renamed generically for Indian audience.,24,16.56,16.56,16.56,100,portion_100g,16.56,16.56,16.56,24,24,24
NONIND_0183,Fried Gembili,Friedgembili(Dioscoreaesculenta),Non-Indian reference food,portion,105,150,195,0.5,83.6,Henry et al. GI tables (non-Indian cohort),18.28,18.28,18.28,Medium,0.88,21.86666667,Original country: Indonesia. Renamed generically for Indian audience.,21.86666667,18.28,18.28,18.28,100,portion_100g,18.28,18.28,18.28,21.87,21.87,21.87
NONIND_0113,Fried Kuayteow Terengganu,Friedkuayteow—Terengganu,Non-Indian reference food,portion,105,150,195,0.5,79.5,Henry et al. GI tables (non-Indian cohort),14.89,14.89,14.89,Medium,0.88,18.73333333,Original country: Malaysia. Renamed generically for Indian audience.,18.73333333,14.89,14.89,14.89,100,portion_100g,14.89,14.89,14.89,18.73,18.73,18.73
NONIND_0112,Fried Mihun Terengganu,Friedmihun—Terengganu,Non-Indian reference food,portion,105,150,195,0.5,45.4,Henry et al. GI tables (non-Indian cohort),10.17,10.17,10.17,Medium,0.88,22.4,Original country: Malaysia. Renamed generically for Indian audience.,22.4,10.17,10.17,10.17,100,portion_100g,10.17,10.17,10.17,22.4,22.4,22.4
T4_0012,Fried Momos,Fried momos,Snacks,handful,15,25,35,0.5,65,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,65,65,65,High,0.55,100,Fried wrapper increases GL.,100,65,65,65,100,portion_100g,65,65,65,100,100,100
NONIND_0206,Fried Noodles Nack Made with Flour Yellow,"Friednoodlesnackmadewithflour,Yellow",Non-Indian reference food,bowl,188,250,312,0.7,30.2,Henry et al. GI tables (non-Indian cohort),8.63,8.63,8.63,Low,0.88,28.56,Original country: Indonesia. Renamed generically for Indian audience.,28.56,8.63,8.63,8.63,100,portion_100g,8.63,8.63,8.63,28.56,28.56,28.56
NONIND_0078,Fried Noodles with Chicken and Prawns,Friednoodleswithchickenandprawns,Non-Indian reference food,bowl,188,250,312,0.7,55,Henry et al. GI tables (non-Indian cohort),55,55,55,High,0.88,100,Original country: Malaysia. Renamed generically for Indian audience.,100,55,55,55,100,portion_100g,55,55,55,100,100,100
NONIND_0107,Fried Par Boiled Rice,"Friedparboiledrice(Faizabasmati,Malaysia",Non-Indian reference food,plate,120,150,180,0.85,41,Henry et al. GI tables (non-Indian cohort),5.83,5.22,6.52,Low,0.88,10.6,Original country: Malaysia. Renamed generically for Indian audience.,10.6,4.35,4.35,4.35,100,cooked_rice_nin_cup_200ml,4.35,4.35,4.35,14.2,12.72,15.9
NONIND_0106,Fried Red Rice,"Friedredrice(Jasminenutririce,Thailand)",Non-Indian reference food,plate,120,150,180,0.85,41,Henry et al. GI tables (non-Indian cohort),6.59,5.9,7.38,Low,0.88,12,Original country: Malaysia. Renamed generically for Indian audience.,12,4.92,4.92,4.92,100,cooked_rice_nin_cup_200ml,4.92,4.92,4.92,16.08,14.4,18
T3_0150,Fried Rice,Fried rice (veg),Mixed meals,plate,200,250,300,0.75,70,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,9.38,8.4,10.5,Low,0.6,10,Rice stir-fry; recipe-based.,10,7,7,7,100,cooked_rice_nin_cup_200ml,7,7,7,13.4,12,15
NONIND_0516,Fried Rice Inyangzhou Style,Friedriceinyangzhoustyle,Non-Indian reference food,plate,200,250,300,0.75,80,Henry et al. GI tables (non-Indian cohort),9.86,8.83,11.04,Low,0.88,9.2,Original country: Hong. Renamed generically for Indian audience.,9.2,7.36,7.36,7.36,100,cooked_rice_nin_cup_200ml,7.36,7.36,7.36,12.33,11.04,13.8
NONIND_0524,Fried Rice Noodles with Slicedbeef,Friedricenoodleswithslicedbeef,Non-Indian reference food,bowl,188,250,312,0.7,66,Henry et al. GI tables (non-Indian cohort),7.08,6.34,7.92,Low,0.88,8,Original country: Hong. Renamed generically for Indian audience.,8,5.28,5.28,5.28,100,cooked_rice_nin_cup_200ml,5.28,5.28,5.28,10.72,9.6,12
NONIND_0535,Fried Rice Sevai Insingapore Style,Friedricevermicelliinsingaporestyle,Non-Indian reference food,bowl,150,200,250,0.7,54,Henry et al. GI tables (non-Indian cohort),5.43,4.86,6.07,Low,0.88,7.5,Original country: Hong. Renamed generically for Indian audience.,7.5,4.05,4.05,4.05,100,cooked_rice_nin_cup_200ml,4.05,4.05,4.05,10.05,9,11.25
NONIND_0760,Fried Sevai,Friedvermicelliwithwater,Non-Indian reference food,bowl,150,200,250,0.7,71.8,Henry et al. GI tables (non-Indian cohort),7.18,7.18,7.18,Low,0.88,10,Original country: Oman. Renamed generically for Indian audience.,10,7.18,7.18,7.18,100,portion_100g,7.18,7.18,7.18,10,10,10
T1_0757,From Age Frais Yellow Fruit Mango and Papaya,"Fromage Frais, yellow fruit: mango and papaya 8",Fruits,piece,150,200,250,0.75,25,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #757",0.88,0.88,0.88,Low,0.92,3.5,Normalized to 100g from table serving 100g with 7g available carbs and GL 2.,3.5,0.88,0.88,0.88,100,portion_100g,0.88,0.88,0.88,3.5,3.5,3.5
T4_0118,Frozen Fries,Frozen fries,Snacks,handful,15,25,35,0.5,78,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,78,78,78,High,0.52,100,Frozen product.,100,78,78,78,100,portion_100g,78,78,78,100,100,100
T4_0117,Frozen Nuggets,Frozen nuggets,Snacks,handful,15,25,35,0.5,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,67.2,67.2,67.2,High,0.52,96,Frozen product.,96,67.2,67.2,67.2,100,portion_100g,67.2,67.2,67.2,96,96,96
T4_0115,Frozen Paratha,Frozen paratha,Breads & flatbreads,piece,60,80,100,0.75,70,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,24.19,19.9,29.09,High,0.52,43.75,Frozen product; oil varies.,43.75,30.62,30.62,30.62,100,paratha_piece_79g,24.19,19.9,29.09,34.56,28.44,41.56
T4_0116,Frozen Samosa,Frozen samosa,Snacks,handful,15,25,35,0.5,75,Tier 4 heuristic estimate: no direct GI data; GI inferred from dominant ingredients and cooking method; carbs approximated from Indian food composition tables/labels.,75,75,75,High,0.52,100,Frozen product.,100,75,75,75,100,portion_100g,75,75,75,100,100,100
NONIND_0534,Frozen Sweet Milk Bun,Frozensweetmilkybun,Non-Indian reference food,glass,200,250,300,0.9,72,Henry et al. GI tables (non-Indian cohort),25.28,25.28,25.28,High,0.88,17.56,Original country: Hong. Renamed generically for Indian audience.,17.56,12.64,12.64,12.64,100,glass_200ml,25.28,25.28,25.28,35.12,35.12,35.12
T3_0145,Fruit Yogurt,Fruit yogurt (sweetened),Dairy,katori,120,150,180,0.85,60,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,4.8,4.8,4.8,Low,0.62,8,Sweetened; estimate.,8,4.8,4.8,4.8,100,portion_100g,4.8,4.8,4.8,8,8,8
WEST_IN_0204,Fusilli Pesto,Fusilli Pesto,Western foods (India) - Pasta,bowl,188,250,312,0.7,42,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,5.04,5.04,5.04,Low,0.78,12,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: pasta_red.,12,5.04,5.04,5.04,100,portion_100g,5.04,5.04,5.04,12,12,12
NONIND_0544,Garden Milk Bar Bun,Gardenmilkbarbun,Non-Indian reference food,glass,200,250,300,0.9,73,Henry et al. GI tables (non-Indian cohort),27.8,27.8,27.8,High,0.88,19.04,Original country: HongKong. Renamed generically for Indian audience.,19.04,13.9,13.9,13.9,100,glass_200ml,27.8,27.8,27.8,38.08,38.08,38.08
WEST_IN_0133,Garlic Bread,Garlic Bread,Western foods (India) - Sandwiches,portion,60,80,100,0.75,71,Proxy GI anchor: refined wheat bread products from International GI Tables (Atkinson 2008).,29.29,29.29,29.29,High,0.74,41.25,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: sandwich_veg.,41.25,29.29,29.29,29.29,100,portion_100g,29.29,29.29,29.29,41.25,41.25,41.25
WEST_IN_0215,Garlic Noodles,Garlic Noodles,Western/Asian (India) - Noodles,bowl,188,250,312,0.7,41.2,Proxy GI anchor: cooked pasta from International GI Tables (Atkinson 2008). + Proxy GI anchor: sucrose/sugar from International GI Tables (Atkinson 2008). Combined using carb-weighted recipe GI formula.,4.61,4.61,4.61,Low,0.74,11.2,Recipe-estimated from Atkinson GI anchors; GL computed from estimated available carbs per 100 g. Carb density archetype: noodles_hakka.,11.2,4.61,4.61,4.61,100,portion_100g,4.61,4.61,4.61,11.2,11.2,11.2
NONIND_0196,Gayamseed,Gayamseed(Inocarfusfagiferforst.Gayam,Non-Indian reference food,portion,105,150,195,0.5,74,Henry et al. GI tables (non-Indian cohort),27.28,27.28,27.28,High,0.88,36.86666667,Original country: Indonesia. Renamed generically for Indian audience.,36.86666667,27.28,27.28,27.28,100,portion_100g,27.28,27.28,27.28,36.87,36.87,36.87
NONIND_0146,Germinatedpar Boiled Brown Rice,Germinatedparboiledbrownrice,Non-Indian reference food,plate,120,150,180,0.85,60.6,Henry et al. GI tables (non-Indian cohort),15.37,13.76,17.21,Medium,0.88,18.93333333,Original country: Thailand. Renamed generically for Indian audience.,18.93333333,11.47,11.47,11.47,100,cooked_rice_nin_cup_200ml,11.47,11.47,11.47,25.37,22.72,28.4
NONIND_0531,Glutinous Rice Ball,Glutinousriceball,Non-Indian reference food,plate,120,150,180,0.85,61,Henry et al. GI tables (non-Indian cohort),23.7,21.23,26.54,High,0.88,29,Original country: Hong. Renamed generically for Indian audience.,29,17.69,17.69,17.69,100,cooked_rice_nin_cup_200ml,17.69,17.69,17.69,38.86,34.8,43.5
T1_0537,Glutinous Rice White Cooked in Rice Cooker,"Glutinous rice, white, cooked in rice cooker",Grains & staples,plate,120,150,180,0.85,98,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #537",18.68,16.73,20.91,Medium,0.92,14.22,Normalized to 100g from table serving 150g with 32g available carbs and GL 31.,14.22,13.94,13.94,13.94,100,cooked_rice_nin_cup_200ml,13.94,13.94,13.94,19.05,17.06,21.33
T2_0045,Gobhi Paratha,Gobhi paratha,Breads & flatbreads,piece,60,80,100,0.75,72,Tier 2 estimate: GI from published GI studies/proxies; carbs from Indian food composition tables; GL computed for 100g.,19.91,16.38,23.94,Medium,0.8,35,Recipe-based.,35,25.2,25.2,25.2,100,paratha_piece_79g,19.91,16.38,23.94,27.65,22.75,33.25
T3_0028,Gobi Paratha,Gobi paratha,Mixed meals,piece,60,80,100,0.75,62,Tier 3 recipe-based estimate: standardized Indian home recipe; weighted-GI method for mixed ingredients; carbs per 100g from food composition tables/labels.,13.47,11.08,16.2,Medium,0.66,27.5,Stuffed bread; recipe-based.,27.5,17.05,17.05,17.05,100,paratha_piece_79g,13.47,11.08,16.2,21.73,17.88,26.13
T1_0633,Gran Dia Banana Oat and Honey,"Gran'Dia Banana, Oats and Honey (LU, Brazil)",Grains & staples,piece,96,120,144,0.85,28,"Clinically measured GI/GL from International Tables (Atkinson et al., Diabetes Care 2008), Table A1, item #633",17.89,17.89,17.89,Medium,0.92,63.89166667,Normalized to 100g from table serving 30g with 23g available carbs and GL 6.,63.89166667,17.89,17.89,17.89,100,portion_100g,17.89,17.89,17.89,63.89,63.89,63.89
NONIND_0242,Granolabar with Coconut Flour,Granolabar+Coconutflour,Non-Indian reference food,portion,105,150,195,0.5,65.1,Henry et al. GI tables (non-Indian cohort),8.68,8.68,8.68,Low,0.88,13.33333333,Original country: Philippines. Renamed generically for Indian audience.,13.33333333,8.68,8.68,8.68,100,portion_100g,8.68,8.68,8.68,13.33,13.33,13.33
NONIND_0373,Grapes,Grapes,Non-Indian reference food,bowl,112,150,188,0.75,48.1,Henry et al. GI tables (non-Indian cohort),16.03,16.03,16.03,Medium,0.88,33.33333333,Original country: Korea. Renamed generically for Indian audience.,33.33333333,16.03,16.03,16.03,100,portion_100g,16.03,16.03,16.03,33.33,33.33,33.33
NONIND_0283,Grapes Seedless,"Grapes,Seedless",Non-Indian reference food,bowl,112,150,188,0.75,46,Henry et al. GI tables (non-Indian cohort),5.73,5.73,5.73,Low,0.88,12.46666667,Original country: Philippines. Renamed generically for Indian audience.,12.46666667,5.73,5.73,5.73,100,portion_100g,5.73,5.73,5.73,12.47,12.47,12.47
NONIND_0527,Green Bean Dessert,Greenbeandessert,Non-Indian reference food,portion,105,150,195,0.5,54,Henry et al. GI tables (non-Indian cohort),5.4,5.4,5.4,Low,0.88,10,Original country: Hong. Renamed generically for Indian audience.,10,5.4,5.4,5.4,100,portion_100g,5.4,5.4,5.4,10,10,10
NONIND_0399,Green Bean Jelly,Greenbeanjelly,Non-Indian reference food,portion,105,150,195,0.5,55.1,Henry et al. GI tables (non-Indian cohort),4.15,4.15,4.15,Low,0.88,7.533333333,Original country: Korea. Renamed generically for Indian audience.,7.533333333,4.15,4.15,4.15,100,portion_100g,4.15,4.15,4.15,7.53,7.53,7.53
